_id,createdat,rentaldate,returndate,lastupdate,description,userid,hotelid,status
6c76647a-2172-4b8c-8fbe-7e45c05aa08a,2022-10-16 18:13:12.59+03,2022-10-18 19:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
23ec0317-ff90-4860-a254-2202da669e80,2022-10-16 18:13:12.59+03,2022-10-18 20:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
281aeb51-7078-45ea-8d75-a7f2de6118ed,2022-10-16 18:13:12.59+03,2022-10-18 21:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
f55fb005-10e4-4a85-add6-0d0004daa31f,2022-10-16 18:13:12.59+03,2022-10-18 22:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
e02adcae-3f61-4995-aea0-a358fc9f342d,2022-10-16 18:13:12.59+03,2022-10-18 23:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
f8716f75-f9ae-4540-84ec-13c08399b205,2022-10-16 18:13:12.59+03,2022-10-19 00:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
ab955720-313f-4dcd-abff-ab6eb6469351,2022-10-16 18:13:12.59+03,2022-10-19 01:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
5ef1e5d9-5955-408b-89fa-abd5a25290e1,2022-10-16 18:13:12.59+03,2022-10-19 02:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
2775bcff-686f-40d1-a888-c7aaf16bb704,2022-10-16 18:13:12.59+03,2022-10-19 03:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
c4445be5-1943-4429-86e0-a0c821e51d5b,2022-10-16 18:13:12.59+03,2022-10-19 04:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
0dc5a810-ad78-41a8-a3f2-fbec6b7b8bed,2022-10-16 18:13:12.59+03,2022-10-19 05:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
429b12d5-f542-4cc2-b01f-9dbcb3fd8fe7,2022-10-16 18:13:12.59+03,2022-10-19 06:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
915c1b45-cd6a-4e7e-abea-9f01d4db3653,2022-10-16 18:13:12.59+03,2022-10-19 07:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
c03fc5f7-84a6-4599-bdb5-a50eed962b54,2022-10-16 18:13:12.59+03,2022-10-19 08:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
52173484-1d1a-4219-a5ba-7826dbf97a76,2022-10-16 18:13:12.59+03,2022-10-19 09:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
001172c1-a36c-487f-bc9a-b07157e0e256,2022-10-16 18:13:12.59+03,2022-10-19 10:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
efe8d395-eebb-4a74-8619-d529d4f3207c,2022-10-16 18:13:12.59+03,2022-10-19 11:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
e8ac84b1-78c6-4eba-8a70-8a7484bb0a4e,2022-10-16 18:13:12.59+03,2022-10-19 12:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
0fcd8472-e472-4a0c-9a4d-c6b05d2fc60d,2022-10-16 18:13:12.59+03,2022-10-19 13:10:01.297,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
37b80a04-9309-4543-9f56-90a911408e0d,2022-10-16 18:13:12.59+03,2022-10-19 14:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
bf31ce86-0d64-4272-9a1f-b01e6d790970,2022-10-16 18:13:12.59+03,2022-10-19 15:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
739784e1-c2d7-4c5c-8986-cac6f983b759,2022-10-16 18:13:12.59+03,2022-10-19 16:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
faa49363-0ad6-4137-82e3-32a217ea8ae5,2022-10-16 18:13:12.59+03,2022-10-19 17:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
016b211f-2c59-4a48-9d37-aa5ffefdef52,2022-10-16 18:13:12.59+03,2022-10-19 18:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
2265c3bc-46d9-4a15-8089-fa3a90538ef1,2022-10-16 18:13:12.59+03,2022-10-19 19:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
267d67bc-ac72-406b-9927-7e56be619b5a,2022-10-16 18:13:12.59+03,2022-10-19 20:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
86ddaba7-e01c-4079-938b-f21707524f11,2022-10-16 18:13:12.59+03,2022-10-19 21:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
ce1a5d96-1d70-422f-8a55-103189cbd71f,2022-10-16 18:13:12.59+03,2022-10-19 22:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
88a5e4e3-a3a9-42db-9d8d-b55d3e2e70fa,2022-10-16 18:13:12.59+03,2022-10-19 23:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
c291a846-6b6a-413e-a607-ec132611e3c7,2022-10-16 18:13:12.59+03,2022-10-20 00:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
deb40b60-9534-48a3-a1c5-5f77742e55b7,2022-10-16 18:13:12.59+03,2022-10-20 01:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
e2aa617d-e45d-437c-9bdf-2b23dcdee533,2022-10-16 18:13:12.59+03,2022-10-20 02:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
795ec00d-b042-4a03-b528-0cefa9ed48ba,2022-10-16 18:13:12.59+03,2022-10-20 03:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
798f006d-867e-4813-be7e-6c7315619f9f,2022-10-16 18:13:12.59+03,2022-10-20 04:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
e507d929-26b7-4408-ab48-a91ffa461123,2022-10-16 18:13:12.59+03,2022-10-20 05:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
d3ae1a8b-6abd-4cbf-9262-1e6da1ddc735,2022-10-16 18:13:12.59+03,2022-10-20 06:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
e564c4a3-445a-40b5-95aa-c81ec877045e,2022-10-16 18:13:12.59+03,2022-10-20 07:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
cdd34285-04e2-4c4c-bf40-fae2c2d63865,2022-10-16 18:13:12.59+03,2022-10-20 08:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
644c4882-fb46-4271-a0d8-049e814adc76,2022-10-16 18:13:12.59+03,2022-10-20 09:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
42f85142-363f-414a-891c-9a636fc51352,2022-10-16 18:13:12.59+03,2022-10-20 10:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000061,OPENED
d7cae1ad-6885-4646-9901-03f8f368a044,2022-10-16 18:13:12.59+03,2022-10-20 11:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000062,OPENED
df4dedcf-2c62-4b81-b7d1-996968943860,2022-10-16 18:13:12.59+03,2022-10-20 12:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000063,OPENED
c11036d4-8b16-4ff8-a3ad-341f8bd37608,2022-10-16 18:13:12.59+03,2022-10-20 13:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000064,OPENED
af5bd1ed-7222-40ef-8754-3713513bf6a0,2022-10-16 18:13:12.59+03,2022-10-20 14:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000065,OPENED
1603e990-d76a-4d3c-92a4-3dda5e65f017,2022-10-16 18:13:12.59+03,2022-10-20 15:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000066,OPENED
ad665d30-bd59-4c5c-bcbd-802eae54da13,2022-10-16 18:13:12.59+03,2022-10-20 16:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000067,OPENED
b9211392-d0bc-4509-9406-5dfce7f9d8c0,2022-10-16 18:13:12.59+03,2022-10-20 17:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000068,OPENED
5c7960bc-44ec-48e7-bec8-f191e918eece,2022-10-16 18:13:12.59+03,2022-10-20 18:10:01.298,,,,068eb6a7-fd1d-431c-aca3-78b2f8000034,068eb6a7-fd1d-431c-aca3-78b2f8000060,OPENED
