name,countryid,_id
Микунь,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0079
Азов,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0080
Таруса,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0081
Арсеньев,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0082
Тихвин,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0083
Невинномысск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0084
Тетюши,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0085
Южа,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0086
Фатеж,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0087
Сергиев Посад,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0088
Кузнецк,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0089
Зеленоградск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0090
Юрюзань,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0091
Владимир,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0092
Заволжск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0093
Няндома,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0094
Остров,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0095
Алейск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0096
Ужур,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0097
Медынь,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0098
Дербент,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0099
Вихоревка,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0100
Кизилюрт,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0101
Барыш,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0102
Новочеркасск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0103
Курильск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0104
Лахденпохья,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0105
Галич,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0106
Михайловка,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0107
Дно,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0108
Почеп,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0109
Иркутск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0110
Оренбург,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0111
Тосно,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0112
Вышний Волочек,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0113
Печора,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0114
Похвистнево,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0115
Белово,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0116
Архангельск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0117
Реутов,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0118
Ковров,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0119
Алупка,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0120
Полысаево,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0121
Нижнекамск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0122
Корсаков,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0123
Цивильск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0124
Сарапул,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0125
Уварово,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0126
Йошкар-Ола,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0127
Малая Вишера,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0128
Шахунья,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0129
Любим,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0130
Называевск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0131
Саранск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0132
Новоаннинский,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0133
Змеиногорск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0134
Петровск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0135
Богданович,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0136
Первомайск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0137
Шенкурск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0138
Туран,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0139
Красавино,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0140
Удачный,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0141
Алагир,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0142
Чистополь,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0143
Приволжск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0144
Туймазы,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0145
Бор,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0146
Полярный,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0147
Кострома,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0148
Железноводск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0149
Костомукша,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0150
Подпорожье,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0151
Старая Русса,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0152
Кубинка,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0153
Ладушкин,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0154
Калязин,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0155
Волчанск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0156
Пионерский,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0157
Железногорск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0158
Бородино,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0159
Боровичи,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0160
Полевской,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0161
Бердск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0162
Королев,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0163
Харовск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0164
Льгов,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0165
Чехов-7,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0166
Верхний Уфалей,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0167
Анапа,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0168
Каменногорск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0169
Карасук,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0170
Богородицк,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0171
Набережные Челны,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0172
Кемь,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0173
Кингисепп,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0174
Новоалтайск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0175
Ярославль,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0176
Майкоп,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0177
Большой Камень,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0178
Ермолино,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0179
Томмот,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0180
Маркс,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0181
Себеж,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0182
Бутурлиновка,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0183
Александров,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0184
Осташков,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0185
Мурманск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0186
Горбатов,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0187
Кирс,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0188
Кувандык,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0189
Жуков,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0190
Шумерля,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0191
Ак-Довурак,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0192
Яровое,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0193
Задонск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0194
Макарьев,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0195
Ясный,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0196
Гай,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0197
Спасск-Дальний,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0198
Елизово,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0199
Чебоксары,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0200
Беслан,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0201
Кимовск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0202
Кыштым,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0203
Киржач,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0204
Котлас,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0205
Кореновск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0206
Улан-Удэ,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0207
Гусев,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0208
Нижнеудинск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0209
Сальск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0210
Донской,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0211
Иннополис,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0212
Советский,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0213
Правдинск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0214
Славянск-на-Кубани,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0215
Урус-Мартан,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0216
Усолье,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0217
Гуково,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0218
Магнитогорск,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0219
Кириллов,068eb6a7-fd1d-431c-aca3-78b2f8bab958,068eb6a7-fd1d-431c-aca3-78b2f8ba0220
